#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-03-28 22:41:15.887
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 40 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: -800 mV Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1.2 kHz
#Period: 833.3333333 us
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

#2,4kHz
#raw
#
Time (s),Channel 1 (V)
-0.00258027,0.006182916944070582
-0.00257964,0.007178151543999469
-0.00257901,0.004524192610855127
-0.00257838,0.006514661810713394
-0.00257775,0.005851172077427469
-0.00257712,0.005851172077427469
-0.00257649,0.005851172077427469
-0.00257586,0.005851172077427469
-0.00257523,0.006182916944070582
-0.0025746,0.005187682344141695
-0.00257397,0.005519427210784356
-0.00257334,0.005519427210784959
-0.00257271,0.006846406677356809
-0.00257208,0.006514661810713696
-0.00257145,0.007841641277285092
-0.00257082,0.005519427210784356
-0.00257019,0.006846406677356809
-0.00256956,0.005851172077427922
-0.00256893,0.007509896410643035
-0.0025683,0.004855937477498391
-0.00256767,0.005187682344141242
-0.00256704,0.005851172077427469
-0.00256641,0.006182916944071186
-0.00256578,0.007509896410643035
-0.00256515,0.005519427210784356
-0.00256452,0.00618291694407028
-0.00256389,0.006182916944070582
-0.00256326,0.007509896410642583
-0.00256263,0.006514661810713696
-0.002562,0.005519427210784356
-0.00256137,0.005519427210784959
-0.00256074,0.006846406677356809
-0.00256011,0.007178151543999922
-0.00255948,0.005851172077428073
-0.00255885,0.005851172077427469
-0.00255822,0.007178151543999922
-0.00255759,0.007178151543999922
-0.00255696,0.006182916944070582
-0.00255633,0.005851172077427469
-0.0025557,0.005851172077427469
-0.00255507,0.005851172077427469
-0.00255444,0.006514661810713394
-0.00255381,0.005519427210784356
-0.00255318,0.006846406677356809
-0.00255255,0.006514661810713696
-0.00255192,0.007509896410643035
-0.00255129,0.006182916944070582
-0.00255066,0.006182916944070582
-0.00255003,0.005851172077427469
-0.0025494,0.006182916944070431
-0.00254877,0.006182916944070582
-0.00254814,0.005851172077427469
-0.00254751,0.005851172077427469
-0.00254688,0.006514661810713696
-0.00254625,0.006182916944070884
-0.00254562,0.006846406677356809
-0.00254499,0.006846406677356809
-0.00254436,0.006846406677356809
-0.00254373,0.007178151543999922
-0.0025431,0.007178151543999922
-0.00254247,0.00551942721078511
-0.00254184,0.006846406677356809
-0.00254121,0.006182916944070431
-0.00254058,0.005851172077427469
-0.00253995,0.005519427210784356
-0.00253932,0.007178151543999168
-0.00253869,0.006846406677356809
-0.00253806,0.006514661810713696
-0.00253743,0.004855937477498995
-0.0025368,0.006514661810713696
-0.00253617,0.007509896410642583
-0.00253554,0.006514661810713696
-0.00253491,0.007841641277286149
-0.00253428,0.006182916944071035
-0.00253365,0.007178151543999922
-0.00253302,0.006846406677356809
-0.00253239,0.006846406677356809
-0.00253176,0.005851172077427469
-0.00253113,0.006514661810713545
-0.0025305,0.006182916944070582
-0.00252987,0.007841641277286149
-0.00252924,0.007509896410642583
-0.00252861,0.006514661810713696
-0.00252798,0.007841641277286149
-0.00252735,0.005519427210785412
-0.00252672,0.007178151543999922
-0.00252609,0.007509896410643035
-0.00252546,0.006846406677356809
-0.00252483,0.006846406677356809
-0.0025242,0.007178151543999922
-0.00252357,0.007178151543999922
-0.00252294,0.008173386143929262
-0.00252231,0.00651466181071445
-0.00252168,0.007178151543999922
-0.00252105,0.006514661810713696
-0.00252042,0.005187682344141242
-0.00251979,0.006514661810713696
-0.00251916,0.007178151544000224
-0.00251853,0.007841641277286149
-0.0025179,0.007178151543999922
-0.00251727,0.007178151543999922
-0.00251664,0.007178151543999922
-0.00251601,0.008173386143929262
-0.00251538,0.008505131010572224
-0.00251475,0.007178151543999922
-0.00251412,0.006846406677357262
-0.00251349,0.007841641277286149
-0.00251286,0.008173386143929262
-0.00251223,0.0078416412772863
-0.0025116,0.007178151543999922
-0.00251097,0.008505131010572375
-0.00251034,0.009168620743858189
-0.00250971,0.009832110477144718
-0.00250908,0.00983211047714517
-0.00250845,0.01082734507707406
-0.00250782,0.01248606941028951
-0.00250719,0.01215432454364666
-0.00250656,0.01381304887686197
-0.00250593,0.01447653861014819
-0.0025053,0.01646700781000586
-0.00250467,0.01779398727657922
-0.00250404,0.0201162013430812
-0.00250341,0.02077969107636712
-0.00250278,0.0254241192093706
-0.00250215,0.02708284354258843
-0.00250152,0.03205901654223264
-0.00250089,0.03205901654223264
-0.00250026,0.03637169980859104
-0.00249963,0.04035263820831025
-0.002499,0.04599230094124564
-0.00249837,0.05163196367417577
-0.00249774,0.05395417774067757
-0.00249711,0.05992558534025549
-0.00249648,0.06457001347325686
-0.00249585,0.07153665567276202
-0.00249522,0.07618108380576338
-0.00249459,0.08148900167205508
-0.00249396,0.08812389900491996
-0.00249333,0.09409530660449306
-0.0024927,0.1010619488039982
-0.00249207,0.1057063769370046
-0.00249144,0.1120095294032206
-0.00249081,0.1189761716027258
-0.00249018,0.124947579202299
-0.00248955,0.1339046906016655
-0.00248892,0.1412030776678138
-0.00248829,0.1468427404007465
-0.00248766,0.1538093826002517
-0.00248703,0.1614395145330464
-0.0024864,0.1687379015991913
-0.00248577,0.1766997783986258
